eye_fixation_duration,number_of_annotations,timestamp,class_path,participant_number,task_id,number_of_dependencies
580.21,2,20240115091745943,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTaskFromTaskListQuery,12,12,9.0
505.99,3,20240115093316803,ch.unisg.tapastasks.tasks.application.port.in.RetrieveTasksByStatusQuery,12,12,9.0
264.50,8,20240115092628353,ch.unisg.tapastasks.tasks.application.port.in.TaskAssignedEvent,12,12,12.0
453.70,12,20240115094854837,ch.unisg.tapastasks.tasks.application.port.in.TaskExecutedEvent,12,12,15.0
463.15,13,20240115095352445,ch.unisg.tapastasks.tasks.application.port.in.TaskStartedEvent,12,12,12.0
552.85,11,20240115095317972,ch.unisg.tapastasks.tasks.application.port.out.DelegatedTaskExecutedEvent,12,12,112
173.46,10,20240115095542958,ch.unisg.tapastasks.tasks.application.port.out.NewTaskAddedEvent,12,12,12.0
124.65,5,20240115095935948,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListService,5.0,12,39.0
100.00,4,20240115091934018,ch.unisg.tapastasks.tasks.application.service.AddNewTaskToTaskListServiceTest,12,12,33.0
462.05,9,20240115090310218,ch.unisg.tapastasks.tasks.application.service.CheckStatusOfTaskService,2.0,12,212
616.00,9,20240115091102924,ch.unisg.tapastasks.tasks.application.service.DeleteTaskFromTaskListService,12,12,21.0
376.36,4,20240115093412001,ch.unisg.tapastasks.tasks.application.service.NoOpTaskListLock,2.0,12,11.0
403.22,15,20240115091443394,ch.unisg.tapastasks.tasks.application.service.RetrieveTaskFromTaskListService,2.0,12,212
450.45,3,20240115095051521,ch.unisg.tapastasks.tasks.application.service.RetrieveTasksByStatusService,12,12,14.0
288.87,9,20240115094246017,ch.unisg.tapastasks.tasks.archunit.Adapters,12,12,45.0
750.00,2,20240115091952868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
221.34,5,20240115094518542,ch.unisg.tapastasks.tasks.archunit.ApplicationLayer,12,12,42.0
389.60,4,20240115090347350,ch.unisg.tapastasks.tasks.archunit.ArchitectureElement,12,12,512
639.95,7,20240115093216963,ch.unisg.tapastasks.tasks.archunit.HexagonalArchitecture,12,12,44.0
486.19,9,20240115092243118,ch.unisg.tapastasks.tasks.DependencyRuleTests,12,12,13.0
510.66,9,20240115091032760,ch.unisg.tapastasks.tasks.domain.Task,5.0,1.0,56.0
384.80,14,20240115092948419,ch.unisg.tapastasks.tasks.domain.TaskList,112,1.0,77.0
569.91,6,20240115093334453,ch.unisg.tapastasks.tasks.domain.TaskNotFoundError,12,12,1.0
218.43,4,20240115092748565,ch.unisg.app.AppApplication,2.0,12,17.0
328.10,14,20240115091157083,ch.unisg.app.AppApplicationTests,12,12,6.0
615.91,5,20240115091442333,ch.unisg.app.HelloController,12,12,7.0
346.53,4,20240115095427523,ch.unisg.app.NewExecutorController,1.0,12,67.0
489.91,2,20240115092252868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
456.26,2,20240115090951311,ch.unisg.app.NewTaskController,5.0,12,97.0
496.57,8,20240115094717823,ch.unisg.tapas.auctionhouse.adapter.common.clients.TapasMqttClient,37.0,36.0,87.0
308.68,12,20240115092216866,ch.unisg.tapas.auctionhouse.adapter.common.formats.AuctionJsonRepresentation,6.0,6.0,67.0
267.20,14,20240115091235930,ch.unisg.tapas.auctionhouse.adapter.common.formats.BidJsonRepresentation,12,12,22.0
405.18,2,20240115095542367,ch.unisg.tapas.auctionhouse.adapter.common.formats.DelegateTaskJsonRepresentation,12,12,18.0
293.38,5,20240115090018008,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorAddedEventListenerHttpAdapter,4.0,4.0,18.0
359.05,2,20240115095749869,ch.unisg.tapas.auctionhouse.adapter.in.messaging.http.ExecutorRemovedEventListenerHttpAdapter,4.0,4.0,16.0
416.52,2,20240115095516311,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionHouseEventMqttDispatcher,23.0,22.0,49.0
294.45,9,20240115095311601,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.AuctionStartedEventListenerMqttAdapter,3.0,3.0,41.0
408.37,13,20240115091827971,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.ExecutorAddedEventListenerMqttAdapter,6.0,4.0,31.0
466.20,4,20240115092406921,ch.unisg.tapas.auctionhouse.adapter.in.messaging.mqtt.PlaceBidForAuctionEventListenerMqttAdapter,12,12,31.0
491.43,10,20240115092203798,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.AuctionStartedEventListenerWebSubAdapter,3.0,3.0,49.0
381.48,11,20240115094840785,ch.unisg.tapas.auctionhouse.adapter.in.messaging.websub.WebSubIntentVerificationListener,4.0,3.0,212
274.46,4,20240115094918224,ch.unisg.tapas.auctionhouse.adapter.in.web.LaunchAuctionWebController,18.0,15.0,43.0
374.45,4,20240115094633037,ch.unisg.tapas.auctionhouse.adapter.in.web.PlaceBidForAuctionWebController,12,12,22.0
268.54,4,20240115092437688,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveAuctionWebController,13.0,13.0,34.0
395.73,11,20240115095713626,ch.unisg.tapas.auctionhouse.adapter.in.web.RetrieveOpenAuctionsWebController,14.0,13.0,412
326.90,3,20240115092411145,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedDirectoryWebController,13.0,12.0,512
100.00,7,20240115090824064,ch.unisg.tapas.auctionhouse.adapter.in.web.SubscribeToAuctionFeedWebController,11.0,11.0,24.0
539.08,3,20240115095646248,ch.unisg.tapas.auctionhouse.adapter.out.messaging.http.AuctionWonEventHttpAdapter,5.0,4.0,39.0
379.06,2,20240115095737332,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PlaceBidForAuctionMqttAdapter,4.0,3.0,35.0
664.56,9,20240115091325648,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.PublishAuctionStartedEventMqttAdapter,6.0,3.0,42.0
686.94,6,20240115091815286,ch.unisg.tapas.auctionhouse.adapter.out.messaging.mqtt.SubscribeToAuctionFeedMqttAdapter,3.0,12,24.0
458.93,10,20240115092418416,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.PublishAuctionStartedEventWebSubAdapter,112,3.0,43.0
352.24,3,20240115095245222,ch.unisg.tapas.auctionhouse.adapter.out.messaging.websub.SubscribeToAuctionFeedWebSubAdapter,4.0,12,47.0
574.62,5,20240115090339772,ch.unisg.tapas.auctionhouse.adapter.out.web.AuctionHouseDirectoryAdapter,9.0,7.0,38.0
212.76,10,20240115095920300,ch.unisg.tapas.auctionhouse.adapter.out.web.PlaceBidForAuctionHttpAdapter,3.0,3.0,32.0
260.24,14,20240115093431088,ch.unisg.tapas.auctionhouse.application.handler.AuctionStartedHandler,112,112,36.0
552.40,12,20240115093708638,ch.unisg.tapas.auctionhouse.application.handler.ExecutorAddedHandler,12,12,8.0
629.62,3,20240115094808012,ch.unisg.tapas.auctionhouse.application.handler.ExecutorRemovedHandler,4.0,4.0,11.0
541.38,9,20240115095728711,ch.unisg.tapas.auctionhouse.application.port.in.auctions.AuctionStartedEvent,3.0,3.0,12.0
303.66,2,20240115092052868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
510.77,2,20240115095227277,ch.unisg.tapas.auctionhouse.application.port.in.auctions.LaunchAuctionCommand,112,112,28.0
447.85,5,20240115090103477,ch.unisg.tapas.auctionhouse.application.port.in.auctions.PlaceBidForAuctionEvent,12,12,112
534.37,8,20240115094149207,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveAuctionQuery,3.0,3.0,12.0
259.02,7,20240115091446779,ch.unisg.tapas.auctionhouse.application.port.in.auctions.RetrieveOpenAuctionsQuery,4.0,4.0,5.0
100.93,10,20240115090211553,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorAddedEvent,8.0,8.0,212
750.00,9,20240115091255644,ch.unisg.tapas.auctionhouse.application.port.in.executors.ExecutorRemovedEvent,8.0,8.0,17.0
609.15,5,20240115092145239,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedCommand,3.0,3.0,12.0
578.16,6,20240115090119599,ch.unisg.tapas.auctionhouse.application.port.in.feeds.SubscribeToAuctionFeedDirectoryCommand,3.0,3.0,12.0
202.19,14,20240115093553256,ch.unisg.tapas.auctionhouse.application.port.out.OutputPortError,12,12,5.0
418.08,9,20240115090608842,ch.unisg.tapas.auctionhouse.application.service.PlaceBidForAuctionService,12,12,16.0
387.57,10,20240115090058606,ch.unisg.tapas.auctionhouse.application.service.RetrieveAuctionService,4.0,4.0,11.0
341.82,5,20240115093822542,ch.unisg.tapas.auctionhouse.application.service.RetrieveOpenAuctionsService,4.0,4.0,11.0
456.22,13,20240115095829938,ch.unisg.tapas.auctionhouse.application.service.StartAuctionService,16.0,11.0,47.0
563.86,5,20240115092739374,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedDirectoryService,12,12,17.0
323.07,2,20240115090541266,ch.unisg.tapas.auctionhouse.application.service.SubscribeToAuctionFeedService,12,12,9.0
203.48,12,20240115094925168,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
551.27,14,20240115093455691,ch.unisg.tapas.auctionhouse.domain.AuctionNotFoundError,12,12,1.0
587.11,2,20240115093316841,ch.unisg.tapas.auctionhouse.domain.AuctionRegistry,41.0,41.0,84.0
293.56,2,20240115092852868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
100.00,13,20240115090656253,ch.unisg.tapas.auctionhouse.domain.AuctionStartedEvent,3.0,3.0,112
286.33,2,20240115091641191,ch.unisg.tapas.auctionhouse.domain.AuctionWonEvent,4.0,3.0,14.0
431.06,9,20240115092114579,ch.unisg.tapas.auctionhouse.domain.Bid,22.0,11.0,39.0
518.29,6,20240115094810709,ch.unisg.tapas.auctionhouse.domain.ExecutorRegistry,26.0,26.0,64.0
488.54,10,20240115090501418,ch.unisg.tapas.common.ConfigProperties,42.0,42.0,68.0
679.90,13,20240115092533342,ch.unisg.tapas.common.SelfValidating,4.0,4.0,17.0
213.22,14,20240115093429116,ch.unisg.tapas.TapasAuctionHouseApplication,3.0,3.0,9.0
389.53,7,20240115094931570,ch.unisg.tapas.TapasAuctionHouseApplicationTests,12,12,6.0
321.98,12,20240115092935391,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
270.98,13,20240115094949689,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
505.53,7,20240115091502518,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
383.55,5,20240115093524277,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
104.06,10,20240115092737098,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
521.21,15,20240115093928467,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
357.82,6,20240115092714390,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
422.63,12,20240115093928899,ch.unisg.tapasexecutorcalculator.executorcalculator.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
347.09,6,20240115094318772,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
333.91,7,20240115093525754,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
427.09,9,20240115092651202,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.NewExecutorAvailableEvent,12,12,8.0
569.20,2,20240115093832925,ch.unisg.tapasexecutorcalculator.executorcalculator.application.port.out.TaskUpdatedEvent,12,12,4.0
702.78,3,20240115092811455,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AddExecutorToExecutorListService,12,12,212
399.00,7,20240115092841002,ch.unisg.tapasexecutorcalculator.executorcalculator.application.service.AssignedTaskToExecutorService,112,12,42.0
562.73,5,20240115094101963,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Executor,1.0,12,42.0
413.92,4,20240115095756949,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.ExecutorList,12,12,24.0
480.11,2,20240115092430707,ch.unisg.tapasexecutorcalculator.executorcalculator.domain.Task,12,12,32.0
459.53,2,20240115093052868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
620.96,6,20240115090216081,ch.unisg.tapasexecutorcalculator.TapasExecutorCalculatorApplication,12,12,6.0
626.74,12,20240115095813567,ch.unisg.tapasexecutorcalculator.TapasExecutorPrinterApplicationTests,12,12,6.0
462.67,10,20240115090242797,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorJsonRepresentation,1.0,12,312
474.52,13,20240115095030006,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.ExecutorTypeJsonRepresentation,1.0,12,9.0
549.04,6,20240115092025307,ch.unisg.tapasexecutorpool.executorpool.adapter.in.formats.RetrieveExecutorByTypeJsonRepresentation,12,12,26.0
198.51,5,20240115092820412,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebController,1.0,12,32.0
536.52,10,20240115095215308,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.AddNewExecutorToExecutorPoolWebControllerTest,4.0,12,36.0
429.42,6,20240115094058391,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.DeleteExecutorFromExecutorPoolWebController,2.0,12,23.0
144.54,5,20240115090225267,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorById,12,12,19.0
583.73,13,20240115094647560,ch.unisg.tapasexecutorpool.executorpool.adapter.in.web.RetrieveExecutorByTypeWebController,1.0,12,28.0
597.39,12,20240115090222765,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorMapper,12,12,18.0
750.00,12,20240115090347975,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapter,2.0,12,47.0
553.45,14,20240115091041579,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.ExecutorPersistenceAdapterTest,2.0,12,47.0
501.64,12,20240115095000662,ch.unisg.tapasexecutorpool.executorpool.adapter.out.persistence.mongodb.MongoExecutorDocument,12,12,19.0
678.69,9,20240115092340821,ch.unisg.tapasexecutorpool.executorpool.adapter.out.web.PublishExecutorDeletedWebAdapter,2.0,12,412
495.79,14,20240115090319392,ch.unisg.tapasexecutorpool.executorpool.AddNewExecutorToExecutorPoolSystemTest,1.0,12,39.0
301.01,11,20240115094707817,ch.unisg.tapasexecutorpool.executorpool.application.port.in.AddNewExecutorToExecutorPoolCommand,12,12,17.0
645.53,6,20240115095121984,ch.unisg.tapasexecutorpool.executorpool.application.port.in.DeleteExecutorFromExecutorPoolQuery,12,12,8.0
498.76,9,20240115091732918,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByIdQuery,12,12,7.0
474.39,3,20240115092838624,ch.unisg.tapasexecutorpool.executorpool.application.port.in.RetrieveExecutorByTypeQuery,12,12,8.0
575.09,10,20240115094015117,ch.unisg.tapasexecutorpool.executorpool.application.service.AddNewExecutorToExecutorPoolService,12,12,33.0
557.13,15,20240115095327556,ch.unisg.tapasexecutorpool.executorpool.application.service.DeleteExecutorFromExecutorPoolService,12,12,23.0
492.26,13,20240115091543687,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByIdService,12,12,22.0
356.62,10,20240115090822532,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeService,12,12,15.0
557.85,4,20240115093056985,ch.unisg.tapasexecutorpool.executorpool.application.service.RetrieveExecutorByTypeServiceTest,4.0,12,41.0
680.71,2,20240115091752868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
532.32,9,20240115092306929,ch.unisg.tapasexecutorpool.executorpool.DependencyRuleTest,12,12,24.0
404.77,5,20240115091439620,ch.unisg.tapasexecutorpool.executorpool.domain.Executor,12,12,58.0
582.24,15,20240115095330464,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorNotFoundError,12,12,1.0
524.93,12,20240115095809293,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorPool,12,12,54.0
577.34,2,20240115093449068,ch.unisg.tapasexecutorpool.executorpool.domain.ExecutorTest,9.0,12,29.0
463.29,12,20240115091104628,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplication,12,12,7.0
504.69,8,20240115092151356,ch.unisg.tapasexecutorpool.TapasExecutorPoolApplicationTests,12,12,6.0
550.67,2,20240115092452868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
322.01,11,20240115094301447,ch.unisg.tapasexecutorprinter.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
126.63,6,20240115095758714,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
336.66,7,20240115091121449,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.formats.ExecutorJsonRepresentation,12,12,14.0
495.36,13,20240115093546795,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
100.00,8,20240115094638100,ch.unisg.tapasexecutorprinter.executorprinter.adapter.in.web.ReceiveExecutorFromExecutorPoolWebController,12,12,23.0
383.09,10,20240115092905993,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
395.36,4,20240115095728721,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishNewExecutorAvailableEventWebAdapter,12,12,31.0
400.96,5,20240115090115817,ch.unisg.tapasexecutorprinter.executorprinter.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
538.69,10,20240115090706798,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AddExecutorToExecutorListCommand,12,12,17.0
100.00,9,20240115090602046,ch.unisg.tapasexecutorprinter.executorprinter.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
553.42,12,20240115092609934,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.NewExecutorAvailableEvent,12,12,8.0
298.77,4,20240115094219424,ch.unisg.tapasexecutorprinter.executorprinter.application.port.out.TaskUpdatedEvent,12,12,6.0
480.11,11,20240115090721632,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AddExecutorToExecutorListService,12,12,212
546.19,7,20240115094236038,ch.unisg.tapasexecutorprinter.executorprinter.application.service.AssignedTaskToExecutorService,112,12,42.0
493.19,15,20240115094743192,ch.unisg.tapasexecutorprinter.executorprinter.domain.Executor,1.0,12,38.0
287.78,13,20240115091129828,ch.unisg.tapasexecutorprinter.executorprinter.domain.ExecutorList,12,12,24.0
100.00,8,20240115095843284,ch.unisg.tapasexecutorprinter.executorprinter.domain.Task,12,12,32.0
607.38,12,20240115092348280,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplication,12,12,6.0
707.02,7,20240115092813729,ch.unisg.tapasexecutorprinter.TapasExecutorPrinterApplicationTests,12,12,6.0
402.71,13,20240115093233561,ch.unisg.tapasexecutorweatherman.executorcalculator.adapter.in.web.ReceiveAssignedTaskToExecutorWebControllerTest,5.0,12,412
450.16,5,20240115093607735,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.formats.AssignedTaskToExecutorJsonRepresentation,12,12,16.0
528.08,7,20240115094304233,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.in.web.ReceiveAssignedTaskToExecutorWebController,1.0,12,36.0
529.58,14,20240115093658072,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.formats.TaskEventJsonRepresentation,12,12,112
285.01,14,20240115095406749,ch.unisg.tapasexecutorweatherman.executorweatherman.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,37.0
386.01,9,20240115091757503,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.in.AssignedTaskToExecutorCommand,12,12,15.0
145.87,4,20240115092547777,ch.unisg.tapasexecutorweatherman.executorweatherman.application.port.out.TaskUpdatedEvent,12,12,6.0
231.23,9,20240115090342230,ch.unisg.tapasexecutorweatherman.executorweatherman.application.service.AssignedTaskToExecutorService,6.0,12,38.0
256.81,15,20240115094444891,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Executor,8.0,12,612
274.50,13,20240115091724109,ch.unisg.tapasexecutorweatherman.executorweatherman.domain.Task,12,12,32.0
548.51,11,20240115091748330,ch.unisg.tapasexecutorweatherman.TapasExecutorPrinterApplicationTests,12,12,6.0
637.94,6,20240115094323244,ch.unisg.tapasexecutorweatherman.TapasExecutorWeathermanApplication,12,12,6.0
511.67,3,20240115091957409,ch.unisg.tapasroster.common.SelfValidating,4.0,4.0,17.0
684.23,2,20240115092652868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
447.78,6,20240115092209101,ch.unisg.tapasroster.roster.adapter.in.formats.AssignmentsJsonRepresentation,7.0,12,45.0
406.80,14,20240115091912691,ch.unisg.tapasroster.roster.adapter.in.formats.ExecutorJsonRepresentation,12,12,212
598.41,5,20240115095320756,ch.unisg.tapasroster.roster.adapter.in.formats.TaskEventJsonRepresentation,12,12,112
750.00,14,20240115093726513,ch.unisg.tapasroster.roster.adapter.in.formats.TaskJsonRepresentation,12,12,23.0
512.57,2,20240115095437715,ch.unisg.tapasroster.roster.adapter.in.messaging.http.TaskEventDispatcher,12,12,26.0
436.62,14,20240115093759688,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveAvailableExecutorWebController,1.0,12,32.0
100.00,2,20240115094053780,ch.unisg.tapasroster.roster.adapter.in.web.ReceiveTaskFromTastListWebController,1.0,12,34.0
232.04,11,20240115091614017,ch.unisg.tapasroster.roster.adapter.in.web.RetrieveAllAssignmentsWebController,12,12,19.0
395.63,14,20240115093239326,ch.unisg.tapasroster.roster.adapter.out.formats.AuctionJsonRepresentation,12,12,22.0
339.88,8,20240115091425597,ch.unisg.tapasroster.roster.adapter.out.formats.ExecutorJsonRepresentation,12,12,18.0
100.00,11,20240115092755275,ch.unisg.tapasroster.roster.adapter.out.formats.FindExecutorByTypeRequestJsonRepresentation,1.0,12,9.0
526.73,11,20240115094507905,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentMapper,12,12,37.0
405.96,9,20240115090725916,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.AssignmentPersistenceAdapter,12,12,31.0
448.36,3,20240115091224499,ch.unisg.tapasroster.roster.adapter.out.persistence.mongodb.MongoAssignmentDocument,12,12,38.0
180.51,7,20240115095113940,ch.unisg.tapasroster.roster.adapter.out.web.FindExecutorByTypeWebAdapter,16.0,12,61.0
367.00,11,20240115092710976,ch.unisg.tapasroster.roster.adapter.out.web.LaunchAuctionWebAdapter,12,12,37.0
458.71,5,20240115094949683,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskAssignedToExecutorEventWebAdapter,12,12,31.0
541.02,5,20240115090101256,ch.unisg.tapasroster.roster.adapter.out.web.PublishTaskUpdatedEventWebAdapter,12,12,38.0
165.15,7,20240115095056428,ch.unisg.tapasroster.roster.application.port.in.AddExecutorToAvailableExecutorsCommand,12,12,17.0
545.60,10,20240115090536696,ch.unisg.tapasroster.roster.application.port.in.AddTaskToAssignmentsCommand,12,12,8.0
572.63,7,20240115090415967,ch.unisg.tapasroster.roster.application.port.in.AssignTaskToExecutorCommand,12,12,8.0
485.40,10,20240115094600959,ch.unisg.tapasroster.roster.application.port.in.TaskEvent,12,12,9.0
296.08,15,20240115091558556,ch.unisg.tapasroster.roster.application.port.out.TaskAssignedToExecutorEvent,12,12,19.0
411.14,8,20240115092108603,ch.unisg.tapasroster.roster.application.port.out.TaskUpdatedEvent,12,12,6.0
233.12,14,20240115095304383,ch.unisg.tapasroster.roster.application.service.AddExecutorToAvailableExecutorsService,12,12,16.0
428.31,9,20240115090124450,ch.unisg.tapasroster.roster.application.service.AddTaskToAssignmentsService,12,12,24.0
306.58,11,20240115092911439,ch.unisg.tapasroster.roster.application.service.AssignTaskToExecutorService,5.0,12,37.0
530.89,13,20240115095108744,ch.unisg.tapasroster.roster.application.service.GetAllAssignmentsService,12,12,12.0
370.69,14,20240115090732174,ch.unisg.tapasroster.roster.application.service.TaskEventHandlerService,2.0,12,44.0
463.51,13,20240115095556817,ch.unisg.tapasroster.roster.AssignTaskToExecutorSystemTest,1.0,12,44.0
511.30,4,20240115090559444,ch.unisg.tapasroster.roster.DependencyRuleTest,12,12,23.0
671.12,13,20240115093448985,ch.unisg.tapasroster.roster.domain.Assignment,2.0,12,79.0
311.12,5,20240115090402163,ch.unisg.tapasroster.roster.domain.AssignmentList,12,12,28.0
340.50,11,20240115092532548,ch.unisg.tapasroster.roster.domain.AssignmentNotFoundError,12,12,2.0
467.79,11,20240115094630550,ch.unisg.tapasroster.roster.domain.Executor,12,12,24.0
561.81,9,20240115094049017,ch.unisg.tapasroster.roster.domain.ExecutorList,12,12,25.0
635.58,10,20240115094410973,ch.unisg.tapasroster.roster.domain.Task,12,12,24.0
571.55,2,20240115095127220,ch.unisg.tapasroster.TapasRosterApplication,12,12,6.0
564.36,2,20240115092752868,ch.unisg.tapas.auctionhouse.domain.Auction,61.0,38.0,1412
562.54,7,20240115094835226,ch.unisg.tapasroster.TapasRosterApplicationTests,12,12,6.0
543.40,10,20240115092207820,ch.unisg.tapastasks.common.SelfValidating,4.0,4.0,17.0
279.55,6,20240115092721241,ch.unisg.tapastasks.TapasTasksApplication,12,12,8.0
375.49,13,20240115093403588,ch.unisg.tapastasks.TapasTasksApplicationTests,12,12,6.0
319.89,6,20240115095032388,ch.unisg.tapastasks.tasks.adapter.in.formats.StatusJsonRepresentation,13.0,11.0,31.0
587.64,10,20240115094114890,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonPatchRepresentation,28.0,28.0,78.0
342.76,5,20240115095749660,ch.unisg.tapastasks.tasks.adapter.in.formats.TaskJsonRepresentation,53.0,33.0,117.0
340.53,15,20240115090043121,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskAssignedEventListenerHttpAdapter,15.0,15.0,26.0
250.74,13,20240115094431379,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventHttpDispatcher,34.0,26.0,74.0
390.85,15,20240115095945360,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskEventListener,13.0,13.0,16.0
516.52,11,20240115094900479,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskExecutedEventListenerHttpAdapter,14.0,14.0,27.0
505.59,9,20240115090325787,ch.unisg.tapastasks.tasks.adapter.in.messaging.http.TaskStartedEventListenerHttpAdapter,13.0,13.0,24.0
385.83,2,20240115091514704,ch.unisg.tapastasks.tasks.adapter.in.messaging.UnknownEventException,12,12,1.0
294.38,2,20240115090110442,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebController,19.0,9.0,46.0
273.77,15,20240115093234784,ch.unisg.tapastasks.tasks.adapter.in.web.AddNewTaskToTaskListWebControllerTest,12,12,35.0
566.83,7,20240115095857856,ch.unisg.tapastasks.tasks.adapter.in.web.CheckStatusOfTaskWebController,15.0,14.0,37.0
