participant,Fixation Start,Fixation End,Fixation Duration,tabName_element,Timestamp,tabName,element,TaskId
2,2418212.217,2419095.441,883.224,model-g3.bpmn;next-button-area-in-questionID_9,2418832.957,model-g3.bpmn,next-button-area-in-questionID_9,5.0
1,3921657.5675,3921724.2505,66.683,model-g2.bpmn;Process_0lj63ij,3921661.734,model-g2.bpmn,Process_0lj63ij,2.0
1,3921732.575,3922415.83,683.255,model-g2.bpmn;Process_0lj63ij,3921736.737,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3922419.983,model-g2.bpmn,Process_0lj63ij,2.0
1,3922440.8305,3922524.1515,83.321,model-g2.bpmn;Process_0lj63ij,3922444.981,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3922528.332,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Flow_0msoc04,3922594.963,model-g2.bpmn,Flow_0msoc04,2.0
1,3922607.499,3922690.8,83.301,model-g2.bpmn;Process_0lj63ij,3922611.663,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3922694.969,model-g2.bpmn,Process_0lj63ij,2.0
1,3922732.4705,3922832.4675,99.997,model-g2.bpmn;Process_0lj63ij,3922736.62,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3922836.636,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3922869.934,model-g2.bpmn,Process_0lj63ij,2.0
1,3922915.7775,3923024.083,108.3055,model-g2.bpmn;Process_0lj63ij,3922919.955,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923028.25,model-g2.bpmn,Process_0lj63ij,2.0
1,3923049.094,3923140.7675,91.6735,model-g2.bpmn;Process_0lj63ij,3923053.275,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923144.946,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923169.959,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923278.25,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923353.213,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923428.204,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923444.87,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923494.894,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923578.215,model-g2.bpmn,Process_0lj63ij,2.0
1,3923649.0285,3923715.7035,66.675,model-g2.bpmn;Flow_173lazp,3923653.21,model-g2.bpmn,Flow_173lazp,2.0
1,,,,model-g2.bpmn;Activity_00uq9nk,3923778.169,model-g2.bpmn,Activity_00uq9nk,2.0
1,3923807.3785,3923990.658,183.2795,model-g2.bpmn;Process_0lj63ij,3923811.562,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3923994.807,model-g2.bpmn,Process_0lj63ij,2.0
1,3924057.3055,3924173.9835,116.678,model-g2.bpmn;Process_0lj63ij,3924061.477,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3924178.148,model-g2.bpmn,Process_0lj63ij,2.0
1,3924190.636,3924415.628,224.992,model-g2.bpmn;Process_0lj63ij,3924194.816,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3924419.762,model-g2.bpmn,Process_0lj63ij,2.0
1,3924440.607,3924548.945,108.338,model-g2.bpmn;Process_0lj63ij,3924444.786,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3924553.109,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3924594.75,model-g2.bpmn,Process_0lj63ij,2.0
1,3924607.257,3924682.248,74.991,model-g2.bpmn;Process_0lj63ij,3924611.409,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Activity_046mj5g,3924686.4,model-g2.bpmn,Activity_046mj5g,2.0
1,3924707.2595,3925040.527,333.2675,model-g2.bpmn;Activity_046mj5g,3924719.755,model-g2.bpmn,Activity_046mj5g,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3925044.69,model-g2.bpmn,Process_0lj63ij,2.0
1,3925115.5335,3925240.5175,124.984,model-g2.bpmn;nan,3925119.681,model-g2.bpmn,,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3925244.696,model-g2.bpmn,Process_0lj63ij,2.0
1,3925307.191,3925423.815,116.624,model-g2.bpmn;Process_0lj63ij,3925311.358,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Activity_046mj5g,3925427.982,model-g2.bpmn,Activity_046mj5g,2.0
1,3925440.481,3926182.104,741.623,model-g2.bpmn;Activity_046mj5g,3925444.646,model-g2.bpmn,Activity_046mj5g,2.0
1,,,,model-g2.bpmn;Activity_046mj5g,3926186.302,model-g2.bpmn,Activity_046mj5g,2.0
1,3926215.4475,3926415.388,199.9405,model-g2.bpmn;Process_0lj63ij,3926219.576,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3926419.568,model-g2.bpmn,Process_0lj63ij,2.0
1,3926465.3675,3926707.035,241.6675,model-g2.bpmn;Process_0lj63ij,3926469.532,model-g2.bpmn,Process_0lj63ij,2.0
1,,,,model-g2.bpmn;Process_0lj63ij,3926736.195,model-g2.bpmn,Process_0lj63ij,2.0
1,3926765.341,3926990.3335,224.9925,model-g2.bpmn;option-answer-for-questionID_3_option_I don't know,3926769.514,model-g2.bpmn,option-answer-for-questionID_3_option_I don't know,2.0
1,,,,model-g2.bpmn;option-answer-for-questionID_3_option_I don't know,3926994.526,model-g2.bpmn,option-answer-for-questionID_3_option_I don't know,2.0
1,3927023.665,3927148.641,124.976,model-g2.bpmn;title-for-questionID_3,3927027.806,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3927152.811,model-g2.bpmn,title-for-questionID_3,2.0
1,3927181.9695,3927373.6145,191.645,model-g2.bpmn;title-for-questionID_3,3927186.148,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;nan,3927377.763,model-g2.bpmn,,2.0
1,3927406.954,3927556.9255,149.9715,model-g2.bpmn;nan,3927411.122,model-g2.bpmn,,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3927561.077,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3927586.074,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3927619.404,model-g2.bpmn,title-for-questionID_3,2.0
1,3927656.9125,3927781.906,124.9935,model-g2.bpmn;answer_area_for_questionID_3,3927661.065,model-g2.bpmn,answer_area_for_questionID_3,2.0
1,,,,model-g2.bpmn;answer_area_for_questionID_3,3927786.08,model-g2.bpmn,answer_area_for_questionID_3,2.0
1,3927798.565,3927956.866,158.301,model-g2.bpmn;option-answer-for-questionID_3_option_No,3927802.719,model-g2.bpmn,option-answer-for-questionID_3_option_No,2.0
1,,,,model-g2.bpmn;option-answer-for-questionID_3_option_Yes,3927961.032,model-g2.bpmn,option-answer-for-questionID_3_option_Yes,2.0
1,3927990.224,3928140.2035,149.9795,model-g2.bpmn;answer_area_for_questionID_3,3927994.391,model-g2.bpmn,answer_area_for_questionID_3,2.0
1,,,,model-g2.bpmn;option-answer-for-questionID_3_option_Yes,3928144.393,model-g2.bpmn,option-answer-for-questionID_3_option_Yes,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3928211.039,model-g2.bpmn,title-for-questionID_3,2.0
1,3928223.545,3928373.502,149.957,model-g2.bpmn;title-for-questionID_3,3928227.698,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3928377.663,model-g2.bpmn,title-for-questionID_3,2.0
1,3928423.481,3928581.811,158.33,model-g2.bpmn;title-for-questionID_3,3928427.646,model-g2.bpmn,title-for-questionID_3,2.0
1,,,,model-g2.bpmn;nan,3928585.962,model-g2.bpmn,,2.0
1,3928606.822,3928723.4775,116.6555,model-g2.bpmn;nan,3928610.989,model-g2.bpmn,,2.0
1,,,,model-g2.bpmn;nan,3928727.64,model-g2.bpmn,,2.0
1,3928765.147,3928898.4565,133.3095,model-g2.bpmn;nan,3928769.311,model-g2.bpmn,,2.0
1,,,,model-g2.bpmn;nan,3928902.622,model-g2.bpmn,,2.0
1,,,,model-g2.bpmn;title-for-questionID_3,3928919.293,model-g2.bpmn,title-for-questionID_3,2.0
1,3928956.7665,3930389.9805,1433.214,model-g2.bpmn;answer_area_for_questionID_3,3928960.929,model-g2.bpmn,answer_area_for_questionID_3,2.0
1,,,,model-g2.bpmn;option-answer-for-questionID_3_option_No,3930394.165,model-g2.bpmn,option-answer-for-questionID_3_option_No,2.0
1,3930448.2735,3930606.5695,158.296,model-g2.bpmn;question-area-for-questionID_3,3930452.419,model-g2.bpmn,question-area-for-questionID_3,2.0
1,,,,model-g2.bpmn;question-area-for-questionID_3,3930610.736,model-g2.bpmn,question-area-for-questionID_3,2.0
1,3930631.582,3930873.227,241.645,model-g2.bpmn;question-area-for-questionID_3,3930635.734,model-g2.bpmn,question-area-for-questionID_3,2.0
1,,,,model-g2.bpmn;answer_area_for_questionID_3,3930877.391,model-g2.bpmn,answer_area_for_questionID_3,2.0
1,3930914.886,3931206.519,291.633,model-g2.bpmn;option-answer-for-questionID_3_option_I don't know,3930919.042,model-g2.bpmn,option-answer-for-questionID_3_option_I don't know,2.0
1,3934097.8555,3934222.833,124.9775,model-g5.bpmn;nan,3934118.708,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3934227.0,model-g5.bpmn,,11.0
1,3934231.1665,3934322.8795,91.713,model-g5.bpmn;nan,3934235.333,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;answer_area_for_questionID_21,3934327.055,model-g5.bpmn,answer_area_for_questionID_21,11.0
1,3934347.8555,3934456.157,108.3015,model-g5.bpmn;title-for-questionID_21,3934352.018,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3934460.305,model-g5.bpmn,title-for-questionID_21,11.0
1,3934472.807,3934897.7745,424.9675,model-g5.bpmn;title-for-questionID_21,3934476.974,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3934901.927,model-g5.bpmn,title-for-questionID_21,11.0
1,3934914.4375,3935081.0885,166.651,model-g5.bpmn;title-for-questionID_21,3934918.59,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3935085.27,model-g5.bpmn,title-for-questionID_21,11.0
1,3935097.738,3935222.772,125.034,model-g5.bpmn;title-for-questionID_21,3935101.905,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3935226.892,model-g5.bpmn,title-for-questionID_21,11.0
1,3935247.7555,3935406.039,158.2835,model-g5.bpmn;title-for-questionID_21,3935251.93,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;nan,3935410.201,model-g5.bpmn,,11.0
1,3935422.7435,3935731.026,308.2825,model-g5.bpmn;title-for-questionID_21,3935426.925,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;nan,3935735.192,model-g5.bpmn,,11.0
1,3935747.6695,3936055.991,308.3215,model-g5.bpmn;nan,3935751.836,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3936060.13,model-g5.bpmn,,11.0
1,3936072.658,3936789.223,716.565,model-g5.bpmn;nan,3936085.156,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3936793.396,model-g5.bpmn,title-for-questionID_21,11.0
1,3936805.971,3937005.894,199.923,model-g5.bpmn;nan,3936810.141,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937010.048,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937085.046,model-g5.bpmn,,11.0
1,3937114.194,3937272.5245,158.3305,model-g5.bpmn;nan,3937118.356,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937276.691,model-g5.bpmn,,11.0
1,3937305.856,3937455.8275,149.9715,model-g5.bpmn;nan,3937310.017,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937460.009,model-g5.bpmn,,11.0
1,3937472.546,3937622.4965,149.9505,model-g5.bpmn;nan,3937476.728,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937626.655,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937643.317,model-g5.bpmn,,11.0
1,3937664.1315,3937822.4335,158.302,model-g5.bpmn;nan,3937668.284,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937826.601,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3937893.261,model-g5.bpmn,,11.0
1,3937914.1215,3938014.107,99.9855,model-g5.bpmn;nan,3937918.289,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3938018.271,model-g5.bpmn,Process_1vj4efq,11.0
1,3938089.0835,3938272.4,183.3165,model-g5.bpmn;Activity_09ohgt5,3938093.263,model-g5.bpmn,Activity_09ohgt5,11.0
1,,,,model-g5.bpmn;Activity_09ohgt5,3938276.582,model-g5.bpmn,Activity_09ohgt5,11.0
1,,,,model-g5.bpmn;Activity_09ohgt5,3938301.578,model-g5.bpmn,Activity_09ohgt5,11.0
1,,,,model-g5.bpmn;Activity_09ohgt5,3938343.221,model-g5.bpmn,Activity_09ohgt5,11.0
1,3938355.735,3938505.7095,149.9745,model-g5.bpmn;Process_1vj4efq,3938368.224,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3938509.859,model-g5.bpmn,Process_1vj4efq,11.0
1,3938547.429,3938664.046,116.617,model-g5.bpmn;Activity_1ej1zwa,3938551.614,model-g5.bpmn,Activity_1ej1zwa,11.0
1,,,,model-g5.bpmn;Activity_1ej1zwa,3938668.225,model-g5.bpmn,Activity_1ej1zwa,11.0
1,3938689.0035,3938872.331,183.3275,model-g5.bpmn;Activity_1ej1zwa,3938693.169,model-g5.bpmn,Activity_1ej1zwa,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3938876.511,model-g5.bpmn,Process_1vj4efq,11.0
1,3938947.357,3939147.2985,199.9415,model-g5.bpmn;Activity_01dwq74,3938951.515,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3939151.463,model-g5.bpmn,Activity_01dwq74,11.0
1,3939163.9725,3939305.615,141.6425,model-g5.bpmn;Activity_01dwq74,3939168.134,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3939309.768,model-g5.bpmn,Activity_01dwq74,11.0
1,3939330.599,3939463.9165,133.3175,model-g5.bpmn;Activity_1s6i798,3939334.766,model-g5.bpmn,Activity_1s6i798,11.0
1,,,,model-g5.bpmn;Activity_1s6i798,3939468.083,model-g5.bpmn,Activity_1s6i798,11.0
1,3939472.249,3939622.2305,149.9815,model-g5.bpmn;Activity_1s6i798,3939476.415,model-g5.bpmn,Activity_1s6i798,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3939626.396,model-g5.bpmn,Activity_01dwq74,11.0
1,3939663.894,3939763.8995,100.0055,model-g5.bpmn;Process_1vj4efq,3939668.061,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3939768.061,model-g5.bpmn,Process_1vj4efq,11.0
1,3939797.2275,3939938.888,141.6605,model-g5.bpmn;answer_area_for_questionID_21,3939801.397,model-g5.bpmn,answer_area_for_questionID_21,11.0
1,,,,model-g5.bpmn;answer_area_for_questionID_21,3939943.043,model-g5.bpmn,answer_area_for_questionID_21,11.0
1,3939955.5465,3940080.527,124.9805,model-g5.bpmn;title-for-questionID_21,3939959.728,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940084.68,model-g5.bpmn,title-for-questionID_21,11.0
1,3940122.1915,3940263.831,141.6395,model-g5.bpmn;title-for-questionID_21,3940126.353,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940267.992,model-g5.bpmn,title-for-questionID_21,11.0
1,3940297.212,3940430.4925,133.2805,model-g5.bpmn;title-for-questionID_21,3940309.688,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940434.646,model-g5.bpmn,title-for-questionID_21,11.0
1,3940447.1545,3940572.135,124.9805,model-g5.bpmn;title-for-questionID_21,3940451.306,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940576.295,model-g5.bpmn,title-for-questionID_21,11.0
1,3940597.175,3940822.1135,224.9385,model-g5.bpmn;title-for-questionID_21,3940601.379,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940826.294,model-g5.bpmn,title-for-questionID_21,11.0
1,3940838.779,3940905.466,66.687,model-g5.bpmn;title-for-questionID_21,3940842.93,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3940909.637,model-g5.bpmn,title-for-questionID_21,11.0
1,3940930.442,3941372.07,441.628,model-g5.bpmn;title-for-questionID_21,3940934.62,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;nan,3941376.227,model-g5.bpmn,,11.0
1,3941397.0335,3941547.0315,149.998,model-g5.bpmn;nan,3941401.198,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3941551.182,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3941592.845,model-g5.bpmn,title-for-questionID_21,11.0
1,3941597.026,3942305.3,708.274,model-g5.bpmn;title-for-questionID_21,3941601.207,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3942309.467,model-g5.bpmn,title-for-questionID_21,11.0
1,3942330.3125,3942471.9575,141.645,model-g5.bpmn;title-for-questionID_21,3942334.492,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3942476.085,model-g5.bpmn,title-for-questionID_21,11.0
1,3942488.5995,3942605.2815,116.682,model-g5.bpmn;title-for-questionID_21,3942492.773,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3942609.44,model-g5.bpmn,title-for-questionID_21,11.0
1,3942621.9705,3942738.58,116.6095,model-g5.bpmn;title-for-questionID_21,3942626.096,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;nan,3942742.742,model-g5.bpmn,,11.0
1,3942763.577,3943021.8665,258.2895,model-g5.bpmn;nan,3942776.062,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3943026.019,model-g5.bpmn,title-for-questionID_21,11.0
1,3943030.1865,3943213.4995,183.313,model-g5.bpmn;nan,3943034.354,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3943217.665,model-g5.bpmn,title-for-questionID_21,11.0
1,3943230.1845,3943380.2055,150.021,model-g5.bpmn;title-for-questionID_21,3943234.34,model-g5.bpmn,title-for-questionID_21,11.0
1,,,,model-g5.bpmn;title-for-questionID_21,3943384.314,model-g5.bpmn,title-for-questionID_21,11.0
1,3943405.173,3943605.121,199.948,model-g5.bpmn;nan,3943409.342,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3943609.288,model-g5.bpmn,,11.0
1,3943621.7865,3943771.8075,150.021,model-g5.bpmn;nan,3943625.953,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3943775.976,model-g5.bpmn,,11.0
1,3943796.775,3943888.469,91.694,model-g5.bpmn;nan,3943800.937,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;nan,3943892.646,model-g5.bpmn,,11.0
1,,,,model-g5.bpmn;Gateway_1gtaesr,3943942.597,model-g5.bpmn,Gateway_1gtaesr,11.0
1,3943963.437,3944080.0985,116.6615,model-g5.bpmn;Gateway_1gtaesr,3943967.592,model-g5.bpmn,Gateway_1gtaesr,11.0
1,,,,model-g5.bpmn;Gateway_1gtaesr,3944084.265,model-g5.bpmn,Gateway_1gtaesr,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3944125.939,model-g5.bpmn,Activity_01dwq74,11.0
1,3944138.405,3944288.4125,150.0075,model-g5.bpmn;Activity_01dwq74,3944142.576,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3944292.613,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_1s6i798,3944350.913,model-g5.bpmn,Activity_1s6i798,11.0
1,3944363.411,3944480.0525,116.6415,model-g5.bpmn;Activity_1s6i798,3944367.592,model-g5.bpmn,Activity_1s6i798,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3944484.219,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Activity_1n2gw4r,3944559.209,model-g5.bpmn,Activity_1n2gw4r,11.0
1,,,,model-g5.bpmn;Activity_1n2gw4r,3944617.537,model-g5.bpmn,Activity_1n2gw4r,11.0
1,,,,model-g5.bpmn;Activity_1n2gw4r,3944684.174,model-g5.bpmn,Activity_1n2gw4r,11.0
1,3944696.6845,3944880.008,183.3235,model-g5.bpmn;Activity_1n2gw4r,3944700.838,model-g5.bpmn,Activity_1n2gw4r,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3944884.174,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3944992.482,model-g5.bpmn,Process_1vj4efq,11.0
1,3945046.6435,3945229.9395,183.296,model-g5.bpmn;Activity_13c1b7j,3945050.793,model-g5.bpmn,Activity_13c1b7j,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3945234.106,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Activity_08021wt,3945325.767,model-g5.bpmn,Activity_08021wt,11.0
1,3945329.9365,3945438.2805,108.344,model-g5.bpmn;Activity_08021wt,3945342.444,model-g5.bpmn,Activity_08021wt,11.0
1,,,,model-g5.bpmn;Activity_08021wt,3945442.445,model-g5.bpmn,Activity_08021wt,11.0
1,3945446.6105,3945663.237,216.6265,model-g5.bpmn;Activity_08021wt,3945450.776,model-g5.bpmn,Activity_08021wt,11.0
1,,,,model-g5.bpmn;Activity_08021wt,3945667.415,model-g5.bpmn,Activity_08021wt,11.0
1,3945671.569,3945888.233,216.664,model-g5.bpmn;Activity_08021wt,3945675.723,model-g5.bpmn,Activity_08021wt,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3945892.433,model-g5.bpmn,Process_1vj4efq,11.0
1,3945954.8675,3946071.5165,116.649,model-g5.bpmn;Process_1vj4efq,3945967.387,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3946075.679,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3946134.034,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3946175.679,model-g5.bpmn,Activity_01dwq74,11.0
1,3946188.1855,3946346.5175,158.332,model-g5.bpmn;Activity_01dwq74,3946192.37,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3946350.658,model-g5.bpmn,Activity_01dwq74,11.0
1,3946363.1615,3946696.4445,333.283,model-g5.bpmn;Activity_01dwq74,3946367.335,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3946700.609,model-g5.bpmn,Process_1vj4efq,11.0
1,3946754.7835,3946888.122,133.3385,model-g5.bpmn;Process_1vj4efq,3946758.936,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Activity_1ej1zwa,3946892.262,model-g5.bpmn,Activity_1ej1zwa,11.0
1,3946913.0855,3947104.7445,191.659,model-g5.bpmn;Activity_1ej1zwa,3946917.253,model-g5.bpmn,Activity_1ej1zwa,11.0
1,,,,model-g5.bpmn;Activity_1ej1zwa,3947108.925,model-g5.bpmn,Activity_1ej1zwa,11.0
1,3947138.0815,3947596.3615,458.28,model-g5.bpmn;Gateway_0n5yto4,3947142.23,model-g5.bpmn,Gateway_0n5yto4,11.0
1,,,,model-g5.bpmn;Gateway_0n5yto4,3947600.544,model-g5.bpmn,Gateway_0n5yto4,11.0
1,3947629.6875,3947829.663,199.9755,model-g5.bpmn;Activity_09ohgt5,3947633.87,model-g5.bpmn,Activity_09ohgt5,11.0
1,,,,model-g5.bpmn;Activity_09ohgt5,3947833.843,model-g5.bpmn,Activity_09ohgt5,11.0
1,3947854.676,3948046.293,191.617,model-g5.bpmn;Process_1vj4efq,3947858.842,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948050.458,model-g5.bpmn,Process_1vj4efq,11.0
1,3948087.9825,3948213.004,125.0215,model-g5.bpmn;Process_1vj4efq,3948100.482,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948217.2,model-g5.bpmn,Process_1vj4efq,11.0
1,3948237.94,3948429.6115,191.6715,model-g5.bpmn;Activity_01dwq74,3948242.108,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Activity_01dwq74,3948433.777,model-g5.bpmn,Activity_01dwq74,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948500.42,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948583.765,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948675.387,model-g5.bpmn,Process_1vj4efq,11.0
1,3948679.5775,3948804.594,125.0165,model-g5.bpmn;Process_1vj4efq,3948683.768,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3948817.058,model-g5.bpmn,Process_1vj4efq,11.0
1,3948879.531,3949337.832,458.301,model-g5.bpmn;Process_1vj4efq,3948883.698,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3949342.016,model-g5.bpmn,Process_1vj4efq,11.0
1,3949404.5185,3949554.459,149.9405,model-g5.bpmn;Process_1vj4efq,3949408.679,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3949558.625,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Process_1vj4efq,3949641.979,model-g5.bpmn,Process_1vj4efq,11.0
1,3949654.445,3949812.8055,158.3605,model-g5.bpmn;Process_1vj4efq,3949658.611,model-g5.bpmn,Process_1vj4efq,11.0
1,,,,model-g5.bpmn;Activity_09ohgt5,3949816.982,model-g5.bpmn,Activity_09ohgt5,11.0
1,3949862.7715,3950104.4255,241.654,model-g5.bpmn;Activity_09ohgt5,3949866.954,model-g5.bpmn,Activity_09ohgt5,11.0
